成员,时间,内容
Wang,2025-12-09 22:58:04,给还扣扣搜搜的就给一年
Evelyn,2025-12-09 22:58:22,说是军舰开新西兰澳大利亚了
Wang,2025-12-09 22:58:46,新西兰好下
Wang,2025-12-09 22:58:48,你可以试试
Wang,2025-12-09 22:58:53,还给五年
Wang,2025-12-09 22:59:23,一年后我可能也要办澳洲签证了，我要去悉尼大学了
Evelyn,2025-12-09 23:00:01,是办澳签能入新西兰吧
Bao,2025-12-09 23:00:06,对
Bao,2025-12-09 23:00:10,我也想办澳签
Evelyn,2025-12-09 23:00:14,办新西兰签能先落澳大利亚吗
Bao,2025-12-09 23:00:16,明年求玩
Bao,2025-12-09 23:00:21,不能吧
Bao,2025-12-09 23:00:29,你个人签？
Bao,2025-12-09 23:00:36,自驾游吗
Evelyn,2025-12-09 23:00:37,昂
Evelyn,2025-12-09 23:00:58,你看我有驾照吗
Evelyn,2025-12-09 23:01:09,你开车载我，走，咱自己自驾去
Evelyn,2025-12-09 23:01:17,新西兰自驾好玩
Wang,2025-12-09 23:01:29,我有驾照
Wang,2025-12-09 23:01:37,崔姐给我报销机酒
Wang,2025-12-09 23:01:38,我去开车
Bao,2025-12-09 23:06:01,我考驾照明年
Bao,2025-12-09 23:06:08,我觉得可以
Bao,2025-12-09 23:06:15,来个圣诞组团自驾游
Cheng,2025-12-09 23:06:43,我是老司机
Cheng,2025-12-09 23:06:59,0x年的老捷达也开的来
Evelyn,2025-12-09 23:11:15,哈哈就哈哈哈哈
Gao,2025-12-09 23:11:32,@跪求93 你去哪玩啊
Gao,2025-12-09 23:11:39,都不乐意和我顺路回北京
Evelyn,2025-12-09 23:11:42,你家
Gao,2025-12-09 23:11:42,你怎么这样
Cheng,2025-12-09 23:12:34,@跪求93 哇，这个人的ID
Evelyn,2025-12-09 23:13:37,用@复制粘贴吧黄牌 未来10年单身换我全科93+
Evelyn,2025-12-09 23:13:47,那我改这个id？
Cheng,2025-12-09 23:14:19,@话痨用户 和我文爱
Gao,2025-12-09 23:14:45,不要
Bao,2025-12-09 23:14:57,别叫，我肯定明年暑假就考出来
Bao,2025-12-09 23:15:02,让你们看看车身
Bao,2025-12-09 23:15:04,车神
Wang,2025-12-09 23:15:15,乐
Wang,2025-12-09 23:15:19,又多一个马路杀手
Evelyn,2025-12-09 23:16:50,@cpp糕手 咱俩比谁先考下来驾照吧
Bao,2025-12-09 23:16:59,来
Bao,2025-12-09 23:17:04,我从韩国回来就考
Bao,2025-12-09 23:17:09,我包一遍过的
Wang,2025-12-09 23:17:40,崔姐
Evelyn,2025-12-09 23:17:43,我大一就报了，我三刷科一必一遍过的
Wang,2025-12-09 23:17:44,你科目一过了吗
Xian,2025-12-09 23:18:20,原来这么难吗
Wang,2025-12-09 23:18:32,崔姐是我身边唯一一个听到考三遍科一的
Cheng,2025-12-09 23:19:01,c2又在叫了
Xian,2025-12-09 23:19:10,有本事你别买自动挡的车
Bao,2025-12-09 23:19:33,你俩凑一桌去吧
Cheng,2025-12-09 23:19:37,我开老普桑也不开自动挡
Bao,2025-12-09 23:19:38,坐小孩那桌
Xian,2025-12-09 23:19:49,你们最好别摸自动挡的车
Xian,2025-12-09 23:19:55,摸一次我笑一次
Bao,2025-12-09 23:20:01,看哥一遍过再去考赛照
Wang,2025-12-09 23:20:05,买自动挡证明我智力没问题
Cheng,2025-12-09 23:20:07,很好开吗自动挡
Cheng,2025-12-09 23:20:11,笑死🤣
Wang,2025-12-09 23:20:15,考C1代表我车技没问题
Cheng,2025-12-09 23:20:16,傻不拉叽
Gao,2025-12-09 23:20:42,过弯不挂挡直接创飞老乡路边摊
Wang,2025-12-09 23:20:50,考c2宛如开碰碰车
Xian,2025-12-09 23:21:03,直接选择自动挡证明我智商正常
Xian,2025-12-09 23:21:20,我这辈子都不一定摸手动挡，我考他干嘛
Cheng,2025-12-09 23:21:45,油离配合，小子
Cheng,2025-12-09 23:21:59,机械才是男人所钟爱的
Gao,2025-12-09 23:22:10,坦克没有几个自动档
Gao,2025-12-09 23:22:25,兄弟还得盯着转速表挂挡
Wang,2025-12-09 23:22:43,挂档是男人的浪漫
Cheng,2025-12-09 23:22:45,操纵感，控制感，人车合一
Wang,2025-12-09 23:23:42,但我还是觉得科一挂三次比较好笑
Evelyn,2025-12-09 23:23:49,？
Cheng,2025-12-09 23:23:50,听着发动机的轰鸣声，变速箱扭矩的转换声
Bao,2025-12-09 23:23:58,哥要去上海考
Bao,2025-12-09 23:24:03,全国最难驾照
Bao,2025-12-09 23:24:13,考完我就去考赛照
Cheng,2025-12-09 23:24:14,你不许说崔
Evelyn,2025-12-09 23:24:24,现在好像科二加那个项目l
Bao,2025-12-09 23:24:25,哥要带妹兜风了
Evelyn,2025-12-09 23:24:36,要停车取etc的卡
Evelyn,2025-12-09 23:24:39,更难了
Wang,2025-12-09 23:24:43,是吗
Wang,2025-12-09 23:24:44,重庆没有
Wang,2025-12-09 23:25:04,重庆科二就上坡起步侧方停车倒车入库直角转弯
Wang,2025-12-09 23:25:17,还有S弯
Cheng,2025-12-09 23:25:18,ect不是不用取卡嘛？
Cheng,2025-12-09 23:25:26,ETC
Evelyn,2025-12-09 23:25:37,c2
Wang,2025-12-09 23:25:52,C2也是
Wang,2025-12-09 23:25:55,就少一个上坡起步
Wang,2025-12-09 23:25:58,重庆是这样
Bao,2025-12-09 23:32:27,ETC
Bao,2025-12-09 23:32:36,拒绝PM从我做起
Gao,2025-12-09 23:32:40,不懂就问
Gao,2025-12-09 23:32:46,你们的etc是4.28吗
Bao,2025-12-09 23:32:53,4.3
Gao,2025-12-09 23:32:59,没区别
Gao,2025-12-09 23:33:13,他好像不太揪这个
Bao,2025-12-09 23:33:19,那就好
Wang,2025-12-09 23:33:49,我人送外号秋名山小车王
Bao,2025-12-09 23:35:26,我是秋名山大车王
Wang,2025-12-09 23:36:16,又在幻想
Bao,2025-12-09 23:43:11,你又在幻想了
Morty,2025-12-10 00:03:04,不会有人还没有驾照吧
Morty,2025-12-10 00:03:08,不会吧不会吧
Morty,2025-12-10 00:04:41,该如何复习hci
Morty,2025-12-10 00:04:45,感觉怎么样时间都不够啊
Wang,2025-12-10 00:15:44,如何考hci
Bao,2025-12-10 00:44:50,先看AI短剧
Bao,2025-12-10 00:44:55,我给发几个猫meme
Bao,2025-12-10 00:44:58,贼好看
Bao,2025-12-10 00:51:54,我靠
Bao,2025-12-10 00:52:05,都能找到免费的啊
Xian,2025-12-10 00:54:29,但是太甜了！
Xian,2025-12-10 00:54:44,当我意识到我在浪费钱的时候
Xian,2025-12-10 00:55:05,我已经付款了
Xian,2025-12-10 00:55:25,bilibili第一次抢我钱，竟然是短视频小说
Bao,2025-12-10 00:58:28,我只会每个月给我的乐正大小姐按时上贡
Xian,2025-12-10 01:02:25,我每次看人家皮套直播，都在想到底是变声器还是真的声音
Xian,2025-12-10 01:02:41,反而女皮男声挺有意思的
Cheng,2025-12-10 08:38:39,困啊
Cheng,2025-12-10 09:14:22,连着考太傻逼了
Morty,2025-12-10 09:46:09,我是不是完蛋了
Cheng,2025-12-10 09:48:05,不想学
Cheng,2025-12-10 10:04:40,有没有人啊
Cheng,2025-12-10 10:04:44,都不说话
Cheng,2025-12-10 10:05:11,全世界只剩我一个人了吗？
Cheng,2025-12-10 10:05:23,都卷失联了？
Evelyn,2025-12-10 10:06:24,同志
Evelyn,2025-12-10 10:06:27,刚睡醒
Cheng,2025-12-10 10:08:05,好慌哦
Bao,2025-12-10 10:23:40,刚起床
Bao,2025-12-10 10:26:49,如果项目ok的话
Bao,2025-12-10 10:26:53,我觉得就没有问题了PM
Morty,2025-12-10 10:30:01,等ccb那边通过了再给你答复
Bao,2025-12-10 10:31:04,CBB已经牡蛎了
Bao,2025-12-10 10:34:21,牡蛎
Bao,2025-12-10 10:34:25,我不行了
Bao,2025-12-10 10:34:35,我没有下载复习资料的欲望
Cheng,2025-12-10 10:36:43,鲍神
Bao,2025-12-10 10:40:03,程神
Bao,2025-12-10 10:40:05,没有你我怎么活啊
Cheng,2025-12-10 10:42:18,鲍神，你太强了
Morty,2025-12-10 10:43:10,我真不行了
Morty,2025-12-10 10:43:12,我燃尽了
Morty,2025-12-10 10:43:19,我今天早上一起来开始胃疼
Bao,2025-12-10 10:44:31,要药吗
Cheng,2025-12-10 10:45:55,鲍神，你可以教教我怎么4.0吗？
Bao,2025-12-10 10:49:34,HCI没复习
Bao,2025-12-10 10:49:43,Only Cheng再返场
Bao,2025-12-10 10:49:45,最松弛
Cheng,2025-12-10 10:50:41,诗人我吃
Cheng,2025-12-10 10:58:07,那就
Cheng,2025-12-10 10:58:25,再听一遍only yau吧
Bao,2025-12-10 11:09:54,劳保沙东人
Bao,2025-12-10 11:10:08,吃我新时代沪爷冲击
Cheng,2025-12-10 11:14:07,乡毋人
Bao,2025-12-10 11:14:30,那叫乡毋宁
Bao,2025-12-10 11:14:48,小赤佬子
Bao,2025-12-10 11:17:07,沙东人怎么骂人
Cheng,2025-12-10 11:18:59,半青
Cheng,2025-12-10 11:19:06,二椅子
Cheng,2025-12-10 11:19:10,潮吧
Bao,2025-12-10 11:21:58,废物怎么说
Morty,2025-12-10 11:22:14,吃饭吗
Bao,2025-12-10 11:23:13,点外卖了
Bao,2025-12-10 11:23:25,zako~zako~
Morty,2025-12-10 11:23:40,老程呢
Morty,2025-12-10 11:23:44,@复制粘贴吧黄牌
Cheng,2025-12-10 11:23:44,吃大分了
Bao,2025-12-10 11:25:28,又小偶像上了
Bao,2025-12-10 11:25:47,指不定哪天就这是我的Onlyfans账号，请大家多多关照
Cheng,2025-12-10 11:26:06,呵呵
Cheng,2025-12-10 11:26:19,你好下头
Cheng,2025-12-10 11:26:25,这么美好的东西
Bao,2025-12-10 11:26:33,不喜欢
Cheng,2025-12-10 11:26:37,你却说这样的话
Cheng,2025-12-10 11:27:02,恶心，阴暗，肮脏男
Cheng,2025-12-10 11:30:30,下头郭楠
Bao,2025-12-10 11:32:12,我是
Bao,2025-12-10 11:32:15,你也是
Bao,2025-12-10 11:32:20,你们都是
Cheng,2025-12-10 11:32:26,我不是
Cheng,2025-12-10 11:32:34,我是纯情男大
Cheng,2025-12-10 11:32:47,山东柏拉图
Cheng,2025-12-10 11:45:40,不说话，是在卷吗？
Bao,2025-12-10 11:50:56,在下头
Wang,2025-12-10 12:21:14,昨晚失眠了绷不住了
Wang,2025-12-10 12:21:30,一闭上眼就是一群人在那里算CV，AC，PV
Cheng,2025-12-10 12:24:08,又在卷了
Cheng,2025-12-10 12:24:10,王哥
Evelyn,2025-12-10 12:24:50,又在卷了程哥
Bao,2025-12-10 12:34:15,绷不住了王哥
Wang,2025-12-10 12:34:38,我也绷不住了
Wang,2025-12-10 12:34:52,最难绷的还是一堆澳洲人再算
Wang,2025-12-10 12:35:25,这是在暗示考完PM要去澳洲了吗
Bao,2025-12-10 12:35:30,串起来了串起来了
Bao,2025-12-10 12:35:37,算的人其实就是未来的你
Wang,2025-12-10 12:36:22,我在澳洲当PM吗
Wang,2025-12-10 12:36:24,那很好了
Bao,2025-12-10 12:48:09,又在幻想了
Cheng,2025-12-10 12:49:52,pmbok里没写啊，我不会
Wang,2025-12-10 12:54:01,程哥你能教我怎么复习HCI吗
Evelyn,2025-12-10 12:54:11,程哥你能教我怎么复习HCI吗
Cheng,2025-12-10 12:55:15,崔神你能教我怎么复习HCI吗
Cheng,2025-12-10 12:55:22,鲍神你能教我怎么复习HCI吗
Cheng,2025-12-10 12:55:28,王哥你能教我怎么复习HCI吗
Cheng,2025-12-10 12:55:36,谢神你能教我怎么复习HCI吗
Bao,2025-12-10 12:56:50,怎么，你要开OnlyCheng账号了吗
Cheng,2025-12-10 12:58:41,充电视频
Xian,2025-12-10 12:58:42,程哥你能教我怎么复习HCI吗
Xian,2025-12-10 12:58:43,崔神你能教我怎么复习HCI吗
Xian,2025-12-10 12:58:43,鲍神你能教我怎么复习HCI吗
Xian,2025-12-10 12:58:43,王哥你能教我怎么复习HCI吗
Xian,2025-12-10 12:58:43,谢神你能教我怎么复习HCI吗
Bao,2025-12-10 12:58:59,你的频道，免费我都不看
Bao,2025-12-10 12:59:15,发力了
Xian,2025-12-10 12:59:22,发力了
Cheng,2025-12-10 13:00:06,我早就是崔崔派了
Xian,2025-12-10 13:00:14,太多了看不完崔神可以直接押题吗
Bao,2025-12-10 13:00:46,这不就是题目吗
Bao,2025-12-10 13:00:54,老登透的
Wang,2025-12-10 13:01:13,还剩一题他能考什么
Xian,2025-12-10 13:01:18,啊原来是这样吗
Wang,2025-12-10 13:01:22,万一我啥也不懂直接放10几分吗
Bao,2025-12-10 13:01:31,这不是7题全投了吗
Wang,2025-12-10 13:02:30,哟西
Bao,2025-12-10 13:03:11,呕
Cheng,2025-12-10 13:03:33,？
Wang,2025-12-10 13:04:29,妈的我昨晚真大部分时间睁眼睡觉
Wang,2025-12-10 13:04:37,"一闭眼就是算AC,PV"
Bao,2025-12-10 13:04:40,没看我发你的猫meme？
Bao,2025-12-10 13:04:46,贼好看
Bao,2025-12-10 13:04:53,加起来一个多小时呢
Cheng,2025-12-10 13:08:34,我要直接开始背诵了
Wang,2025-12-10 13:10:30,报读崔神，迈向成功
Cheng,2025-12-10 13:27:02,这个case答案好长
Bao,2025-12-10 13:50:16,我靠不想背啊
Bao,2025-12-10 13:50:23,折磨desuwa
Cheng,2025-12-10 13:51:37,嘻嘻
Cheng,2025-12-10 13:52:00,刚刚睡了一觉，现在我在水群
Evelyn,2025-12-10 13:57:38,你不在水群
Evelyn,2025-12-10 13:57:43,你就在背东西
Evelyn,2025-12-10 13:57:51,你小子 我看着你呢
Cheng,2025-12-10 13:57:51,我在
Cheng,2025-12-10 13:57:53,我在
Cheng,2025-12-10 13:57:55,qq
Bao,2025-12-10 13:57:59,你该死了
Cheng,2025-12-10 13:58:00,我看的手机
Bao,2025-12-10 13:58:07,你绝对不能当管理
Cheng,2025-12-10 13:58:10,别带我节奏
Bao,2025-12-10 13:58:17,你会把这个群变成该死的卷绩群的
Cheng,2025-12-10 13:58:26,@cpp糕手（國內） 不信你去看你qq私信
Cheng,2025-12-10 13:58:41,（國內）写错字了吧
Bao,2025-12-10 13:58:50,哪里
Wang,2025-12-10 14:03:25,程哥太卷了
Cheng,2025-12-10 14:04:08,王哥
Cheng,2025-12-10 14:07:26,我的日常
Gao,2025-12-10 14:07:45,你是这位
Gao,2025-12-10 14:07:47,无意羞辱
Cheng,2025-12-10 14:08:05,不是你？
Cheng,2025-12-10 14:08:14,天天在宿舍里的哥布林
Gao,2025-12-10 14:08:20,我不文爱
Cheng,2025-12-10 14:08:21,真得攻击你了
Gao,2025-12-10 14:08:23,我不玩gal
Cheng,2025-12-10 14:08:30,@Efímero hi
Bao,2025-12-10 14:08:34,王哥只配在旁边看
Gao,2025-12-10 14:08:35,我是无意义
Cheng,2025-12-10 14:08:40,帅哥，交个朋友
Gao,2025-12-10 14:08:49,宿舍男人不会出现在这种地方的
Gao,2025-12-10 14:08:51,所以不是我
Gao,2025-12-10 14:08:53,耶耶耶耶耶耶
Wang,2025-12-10 14:09:04,鲍神最喜欢看门酱的视频了
Cheng,2025-12-10 14:09:27,鲍神的原神等级比门酱高
Bao,2025-12-10 14:10:34,怎么
Bao,2025-12-10 14:10:46,我原神60级的身份还是暴露了吗
Bao,2025-12-10 14:10:55,无妨，跪下吧凡人们
Cheng,2025-12-10 14:11:08,没心情复习了
Gao,2025-12-10 14:11:21,k-[p=o\wertk3w4ep[=]\5k3p[]\532w\5213\
Gao,2025-12-10 14:11:24,-
Gao,2025-12-10 14:11:24,-
Gao,2025-12-10 14:11:24,-
Gao,2025-12-10 14:11:24,-
Gao,2025-12-10 14:11:25,-
Gao,2025-12-10 14:11:25,-
Gao,2025-12-10 14:11:25,-
Gao,2025-12-10 14:11:29,再见了
Gao,2025-12-10 14:11:30,程先生
Wang,2025-12-10 14:11:42,看来今晚考完我要看一部带着智慧性手机闯荡异世界的番来安慰我受伤的心灵了
Bao,2025-12-10 14:12:07,我还没看
Bao,2025-12-10 14:12:10,你不许看
Gao,2025-12-10 14:12:22,可恶
Gao,2025-12-10 14:12:28,程先生不在宿舍
Bao,2025-12-10 14:12:32,妹子都是我的，大叔都是你的
Gao,2025-12-10 14:12:33,没法把他的头割下来了
Wang,2025-12-10 14:12:40,又在幻想了
Wang,2025-12-10 14:12:47,这只是我的日常罢了
Cheng,2025-12-10 14:12:52,少废话，你元神多少级？ @Efímero
Wang,2025-12-10 14:12:58,52
Cheng,2025-12-10 14:13:14,你真玩啊
Cheng,2025-12-10 14:13:20,有点呃呃了
Wang,2025-12-10 14:13:31,2021年玩的
Cheng,2025-12-10 14:13:36,答应我，玩二游的滚出去
Wang,2025-12-10 14:13:49,自从我雷神歪了我就退坑了
Bao,2025-12-10 14:13:52,52级
Bao,2025-12-10 14:13:55,辣鸡
Bao,2025-12-10 14:14:00,给我跪下
Wang,2025-12-10 14:14:09,但我宿舍真有在玩的
Bao,2025-12-10 14:14:13,参拜我这个60级大佬
Gao,2025-12-10 14:14:17,少废话
Gao,2025-12-10 14:14:25,已喝下坍塌液
Bao,2025-12-10 14:14:26,这不是烧鸡2吗
Cheng,2025-12-10 14:14:34,好恶心啊
Gao,2025-12-10 14:14:35,热知识玩家设定是孤儿
Cheng,2025-12-10 14:14:40,玩二游的
Gao,2025-12-10 14:14:41,是的我玩孤儿游戏
Bao,2025-12-10 14:14:41,雷明志大人
Bao,2025-12-10 14:14:43,是这个吧
Cheng,2025-12-10 14:14:48,一股味
Bao,2025-12-10 14:14:53,跟解牛者坐一桌
Gao,2025-12-10 14:15:16,这个老早就石锤是几把节奏瞎扯了
Gao,2025-12-10 14:15:19,解牛者是真的
Gao,2025-12-10 14:15:28,我们二游是这样的
Wang,2025-12-10 14:16:20,我给你@一个玩二游的
Wang,2025-12-10 14:16:22,@离离原上草
Xian,2025-12-10 14:16:30,？
Bao,2025-12-10 14:17:04,还好我是原神玩家
Bao,2025-12-10 14:17:11,还是鸣潮玩家
Bao,2025-12-10 14:17:23,然后还是明日方舟玩家
Wang,2025-12-10 14:17:24,我是高级的地球online玩家
Bao,2025-12-10 14:17:35,我的奴隶罢了
Wang,2025-12-10 14:17:36,肥宅见到我们现充要跪下
Cheng,2025-12-10 14:17:40,我只看立绘
Bao,2025-12-10 14:17:43,又在幻想了老鼠人
Xian,2025-12-10 14:18:01,我可以不是二次元
Bao,2025-12-10 14:18:06,我是米学长，酷狗，粥右
Xian,2025-12-10 14:18:08,我才不是二次元喵
Bao,2025-12-10 14:18:15,见到我还不速速跪下
Cheng,2025-12-10 14:18:27,ba和鸣朝的立绘好看
Bao,2025-12-10 14:18:48,给你@一个立绘lsp
Wang,2025-12-10 14:18:48,这个感觉不错
Wang,2025-12-10 14:18:51,就看这个了
Bao,2025-12-10 14:18:53,@L.ing 出列
Bao,2025-12-10 14:18:58,666
Bao,2025-12-10 14:19:02,又看上NTR了
Wang,2025-12-10 14:19:25,？
Xian,2025-12-10 14:19:27,枫与铃好看🤤
Cheng,2025-12-10 14:19:33,@L.ing 出列色皮
Cheng,2025-12-10 14:19:39,没考试还潜水
Wang,2025-12-10 14:20:07,我给你@一个小南娘
Cheng,2025-12-10 14:20:12,局长的画风确实好看啊
Wang,2025-12-10 14:20:13,@cpp糕手（国内）
Bao,2025-12-10 14:20:40,我是铁血硬汉
Gao,2025-12-10 14:20:45,铁血欧巴
Cheng,2025-12-10 14:20:46,你们能不能给崔神解释一下什么叫做‘二次元’啊？她在问我
Xian,2025-12-10 14:20:54,我不知道啊
Xian,2025-12-10 14:20:56,我不是二次元
Gao,2025-12-10 14:20:57,穿棒子欧巴棒球外套的鲍先生
Xian,2025-12-10 14:20:59,喵
Wang,2025-12-10 14:21:02,就是二元一次方程的简写
Wang,2025-12-10 14:21:09,简称二次元
Bao,2025-12-10 14:21:19,我不知道啊
Bao,2025-12-10 14:21:25,我是硬汉现充
Wang,2025-12-10 14:21:32,这个群怎么回事
Wang,2025-12-10 14:21:37,就我跟崔姐两个现充吗
Wang,2025-12-10 14:21:40,全是恶臭二次元
Bao,2025-12-10 14:21:51,老鼠死宅又在幻想了
Cheng,2025-12-10 14:21:53,这个群怎么回事
Cheng,2025-12-10 14:21:53,就我跟崔姐两个现充吗
Cheng,2025-12-10 14:21:53,全是恶臭二次元
Cheng,2025-12-10 14:21:56,错误的
Bao,2025-12-10 14:22:00,实则只有我一个人是超级大现充
Gao,2025-12-10 14:22:02,这就是二次元
Cheng,2025-12-10 14:22:04,只有我和崔姐是正常人
Gao,2025-12-10 14:22:09,是我这种阴暗哥布林玩的
Wang,2025-12-10 14:22:48,那很有自我认知了
Bao,2025-12-10 14:23:01,那王哥很没有自我认知了
Wang,2025-12-10 14:23:20,我是现充
Wang,2025-12-10 14:23:27,地球online高级玩家
Wang,2025-12-10 14:23:32,你们玩的是普通地球online
Wang,2025-12-10 14:23:35,我玩的是破解版
Bao,2025-12-10 14:24:00,超级黑奴版吗
Bao,2025-12-10 14:24:29,自己找黑哥哥解决一下吧
Cheng,2025-12-10 14:24:44,什么是招募动画？
Wang,2025-12-10 14:25:08,？
Cheng,2025-12-10 14:25:45,什么是招募动画喵？
Cheng,2025-12-10 14:25:51,是什么喵？
Bao,2025-12-10 14:26:01,小孩子不要参活大人的事情
Xian,2025-12-10 14:26:06,小孩子不要参活大人的事情
Cheng,2025-12-10 14:26:07,有种不详的预感
Cheng,2025-12-10 14:26:31,@Efímero 是什么？盯~
Xian,2025-12-10 14:26:41,不知道喵
Wang,2025-12-10 14:26:46,是弦哥自己看的
Wang,2025-12-10 14:26:49,安在我身上
Xian,2025-12-10 14:27:06,王哥昨晚不是外放了吗
Bao,2025-12-10 14:27:32,那很大胆了
Cheng,2025-12-10 14:27:32,咦？？？
Wang,2025-12-10 14:27:37,？
Cheng,2025-12-10 14:27:48,林为什么不说话？
Cheng,2025-12-10 14:27:53,群里都是自己人
Bao,2025-12-10 14:27:54,卷失联了
Cheng,2025-12-10 14:28:03,开始装羞涩大男孩了
Cheng,2025-12-10 14:28:15,他今天明天都没有考试喵
Xian,2025-12-10 14:28:21,一个两个怎么都在卷喵
Bao,2025-12-10 14:28:21,有我在一天他就装不了一天
Wang,2025-12-10 14:28:37,还有一个在卷的
Bao,2025-12-10 14:28:47,我不说是谁
Bao,2025-12-10 14:28:55,重庆的最银了
Xian,2025-12-10 14:28:56,你们不说
Xian,2025-12-10 14:29:00,那我也不说喵
Bao,2025-12-10 14:29:17,某个重庆的最阴了
Bao,2025-12-10 14:29:21,假装水群
Bao,2025-12-10 14:29:25,实则在复习
Wang,2025-12-10 14:29:53,不是我
Wang,2025-12-10 14:29:54,我在看小红书
Bao,2025-12-10 14:30:08,婚绿
Bao,2025-12-10 14:30:18,吃软饭
Cheng,2025-12-10 14:30:18,某个重庆的最阴了
Cheng,2025-12-10 14:30:18,假装水群
Wang,2025-12-10 14:30:24,可以找我
Wang,2025-12-10 14:30:27,我有中国绿卡
Xian,2025-12-10 14:31:10,某个重庆的最阴了
Xian,2025-12-10 14:31:13,假装水群
Wang,2025-12-10 14:31:17,不水群的统统打成复习派
Xian,2025-12-10 14:31:17,实则在复习
Cheng,2025-12-10 14:31:30,确实
Cheng,2025-12-10 14:31:36,但是我是崔崔派
Cheng,2025-12-10 14:31:45,所以不能是复习派
Xian,2025-12-10 14:31:50,啊啊啊啊啊啊宝宝你是一个
Xian,2025-12-10 14:31:51,叛徒
Xian,2025-12-10 14:31:53,特务
